Descrição,Quantidade,Preço Unit. (R$)
DEXAMETASONA ELX 100ML TEUTO,2,8.98
DEXASON ELIXIR 100ML TEUTO,2,7.5
DEXAVISON OFT 5ML,6,1.86
DEXFER 100MG C/30 COMP,3,55.59
DEXFER 100MG C/30ML,1,47.46
DEXILANT 30MG 30CAPS,1,103.87
DEXILANT 60MG 30CAPS,1,103.87
DHALGA 60ML,1,75.86
DIACQUA 25MG 30CP,7,16.78
"DIAD 1,5MG 1CP CIMED",601,3.99
DIAMANTE NEGRO 80G,13,7.16
DIAMICRON MR 30MG 30CP,1,41.51
DIAMICRON MR 60MG 30CP,3,83.04
DIAMICRON MR 60MG 60CP,1,113.93
DIAMOX 250MG COM X 30,4,22.24
DIANE 35 21DR,3,32.54
DIASEC 2MG 12CP SANDOZ*,2,5.29
DIATARCOM MR 30MG C/60 COMP,1,38.76
DIAZEPAM 10MG 30CP PHARLAB,10,3.86
DIAZEPAM 5MG 30CP NEO QUIMICA*,6,8.84
DICLIN 21CP,2,18.91
DICLOFENACO DE COLEST.70MG 14CP EMS.M,5,9.03
DICLOFENACO DE DIETILAMONIO GEL 60G C,2,10.1
DICLOFENACO DE DIETILAMONIO GEL 60G T,3,10.77
DICLOFENACO DE POTASSICO 50MG 20CP CI,185,8.56
DICLOFENACO DE SODICO 100MG 10CP EMS,30,18.69
DICLOFENACO DE SODICO 100MG 10CP NOVA,12,18.66
DICLOFENACO SODICO 50MG 20CP NEO QUIM,42,2.55
DICLOR TRIMETAZIDINA 35MG 30CPR NEO Q,4,26.79
DICLOR TRIMETAZIDINA 35MG 60CPR ALTHA,2,37.62
DICLOR.DE BETAISTINA 16MG 30CP BIOSIN,1,18.46
DICLOR.DE BETAISTINA 16MG 30CP GEOLAB,1,14.25
DICLOR.DE BETAISTINA 24MG 30CP GEOLA,1,13.02
DICLOR.DE BETAISTINA 24MG 30CP EUROFA,4,10.47
DICLOR.DE BETAISTINA 8MG 30CP BIOSINT,1,14.87
"DICLOR.DE PRAMIPEXOL 0,25MG 30CP*",16,9.28
"DICLOR.DE PRAMIPEXOL 0,25MG 30CP*EMS",1,56.4
"DICLOR.DE PRAMIPEXOL 0,375MG 30CP*EUR",1,64.41
DICLOR.DE PRAMIPEXOL 1MG 30CP*BIOSINT,4,170.0
DICLORIDRATO DE BETAISTINA 16MG 30CP,3,9.1
DICLORIDRATO DE HIDROXIZINA 25MG 30CP,1,28.72
DIENOGESTE 2MG C/30 COMP EUROFAR,2,111.57
DIET WEEK SHAKE 360G BAUNILHA,1,24.13
DIET WEEK SHAKE 360G MORANGO & AMORA,1,24.13
DIET WEEK SHAKE 360G MOUSSE DE CHOCOL,2,24.13
DIGEPLUS 30CL,2,32.8
DIGESTIL SL 20ML TEUTO,1,11.03
"DIGOXINA G. TEU. 0,25MG 20CP",3,3.19
"DIGOXINA G. TEU. 0,25MG 30CP",5,4.49
DILATADOR NASAL MASC. DOUTORSAN G C/1,1,19.0
DILATADOR NASAL MASCULINO M C/10UN,2,19.0
DIMAG 400 MG C/ 60 CAPS,3,30.7
DIMENITRATO+PIRODOXINA 25+5MG/ML 20ML,5,6.91
DIMINUT 21DR,1,39.83
DIMORF 10MG 50CL,1,41.52
DIMORF 30MG 50CL,1,111.63
DIOSMIN 500MG 60CP,1,104.05
DIOSMIN 900+100MG C 30 COMP,1,97.56
DIOSMIN CREME 200G,1,84.36
DIOVAN 160MG 28CP,1,79.2
DIOVAN 320MG 28CP,1,79.2
DIOVAN 80MG 28CP,1,117.37
DIOVAN AMLO FIX 160/10MG 28CP,1,115.13
DIOVAN AMLO FIX 160/5MG 28CP,4,97.53
DIOVAN AMLO FIX 320/10MG 28CP,1,115.13
DIOVAN AMLO FIX 320/5MG 28CP,1,97.53
"DIOVAN HCT 160/12,5MG 28CP",1,83.59
"DIOVAN HCT 320/12,5MG 28CP",2,83.59
DIOVAN HCT 320/25MG 28CP,2,96.15
"DIOVAN HCT 80/12,5MG 28CP",1,83.59
DIPIMED 20ML MEDQUIMICA,72,1.84
DIPIRONA 100ML BIOSINTETICA,2,7.14
DIPIRONA 1G 10CP NEO QUIMICA,139,4.29
DIPIRONA 500MG 10CP PRATI DONADUZZI,613,1.6
DIPIRONA 500MG EV 10CP LEGRAND ML,605,4.51
DIPIRONA 500MG/ML 20ML,77,2.13
DIPIRONA+CAFEINA 500MG 16CP NEO QUIMI,1,15.11
DIPROGENTA CR 30G,2,29.58
DIPROGENTA PM 30G,1,30.74
DIPROPIONATO BETAM.+ACIDO SALI.PM 30G,5,16.97
DIPROPIONATO BETAM.+FOS.DISS 1AMP EUR,3,15.8
DIPROPIONATO DE BETAMETASONA CR 30G E,2,20.28
DIPROSALIC PM 30G,1,35.94
DIPROSALIC SL 30ML,1,32.43
DIPROSONE CR 30G,1,31.29
DIPROSONE LC 30ML,1,30.83
DIPROSONE PM 30G,1,32.72
DIPROSPAN 1X1ML,8,26.5
DISPLAY DE ACRILICO PEQUENO,1,399.0
DISPOSITIVO P/LAVAGEM NASAL 10ML AZUL,2,19.11
DISPOSITIVO P/LAVAGEM NASAL 10ML ROSA,1,19.11
DIURIX 25MG 30CP TEUTO,3,1.23
DIVALCON ER 250MG 30 CL *,2,26.1
DIVALCON ER 250MG 60 CL *,1,39.91
DIVALCON ER 500MG 30 CL *,1,89.11
DIVALCON ER 500MG 60 CL *,1,80.39
DIVALPROATO SODIO 500MG 30CP RANBAXY,1,39.67
DIVENA 40MG C/30 COMP,1,36.31
DOBEVEN 500MG 30CL,1,57.84
DOIS C/60 CAPS,1,35.12
DOISKA PLUS 30 CPS GEL,1,81.07
DOLAMIN 250MG 12CP DIVCOM,1,29.68
DOLAMIN FLEX 125+5MG 12CP,1,38.35
DOLAMIN FLEX 125+5MG 15CP,1,39.87
DOMPERIDONA 10MG 30CP EUROFARMA,11,13.66
DOMPERIDONA 10MG 30CP NEO QUIMICA,1,3.35
DOMPERIDONA 10MG 60CP NEO QUIMICA,5,7.39
DOMPERIDONA 1MG SUS 100ML EUROFARMA,2,32.19
DOMPERIX 10MG 30CP,6,17.48
DONAREN 100MG 30CP *,1,70.37
DONAREN 50MG 60CP *,1,45.25
DONAREN RETARD 150MG 30CP *,1,105.59
DONILA DUO 10/10MG 7CP*,1,31.44
DORALGINA 20DR NEO QUIMICA,6,16.7
DORALGINA 4DR NEO QUIMICA,24,4.13
DORE 500MG 14CPR*,1,34.2
DORENE TABS 150MG C/30 COMP*,1,61.5
DORENE TABS 75MG C/30 COMP*,2,60.38
DORFLEX 24CP,4,10.24
DORFLEX 36CP,10,17.87
DORFLEX EV 10CP,112,5.95
DORFLEX MAX 600+70MG 8CP,3,8.95
DORFLEX UNO 1G C/10 COMP,2,15.06
DORFLEX UNO 1G C/20 CP,1,11.87
DORIL ENXAQUECA 18CP,1,24.29
DORIL ENXAQUECA 8CP,7,15.05
DORIL EV 4CP ENXAQUECA,11,8.26
DORSANOL 500MG 20CP MULTILAB,1,11.01
DORZAL MT 5ML LEGRAND,1,67.2
DOSE D 10ML,2,38.09
DOSE D 20ML,1,57.04
DOSS 15.000UI C 4 CAPS,1,22.46
DOSS 50.000UI 4 CAPS,1,57.62
DOVE GEL LIMP FACIAL PURIF 300ML,5,32.0
DOVE OLEO&SERUM BOND INT REP110ML,2,29.73
DOZEMAST C/30 COMP SUBL,1,81.97
DPREV 10.000UI 4CP,1,22.36
DPREV 10000 UI C 8 CPS MOLE,1,39.01
DPREV 14000UI 4CP,1,29.4
DPREV 5.000UI C/30 CAPS MOLE,2,67.1
DPREV 50.000UI 4 CAPS MOLE,1,51.34
DPREV 7000UI 30CP,2,58.31
DPREV 7000UI 4CP,1,12.79
DPREV IMUNE KIDS 75ML,1,40.84
DPREV TODO DIA 1.000UI 30CAPS,1,22.91
DPREV TODO DIA 1000UI GOTAS 10 ML,1,46.98
DPREV TODO DIA 2.000UI 30 CAPS,2,38.48
DPREV TODO DIA 2.000UI 30 CP,1,34.78
DPREV TODO DIA 400UI GOTAS 10 ML,2,35.36
DPREV TODO DIA 600UI SOL 5ML,1,45.26
DRAMIN B6 30CP,4,19.18
DRAMIN B6 GT 30ML,4,18.3
DRAMIN CAPSGEL 25MG 10CL,2,18.23
DRAMIN CAPSGEL 50MG 10CL,6,18.94
DRENISON CR 30G,1,26.68
DRENISON PM 30G,1,26.87
DROPROPIZINA XPE INF 120ML BIOSINTETI,6,7.0
DROSPIRENONA+ETINILESTRADIOL 21CP GER,3,40.86
DROSPIRENONA+ETINILESTRADIOL 21CP NOV,5,40.86
DROSPIRENONA+ETINILESTRADIOL 24CP LEG,6,40.84
DROTIZIN 120ML GEOLAB,2,8.86
DROXAINE 240ML,1,34.83
DUAL 30MG 30CAPS*,2,45.34
DUCHA GINECOLOGICA SANITY N12,2,33.99
DUCHA GINECOLOGICA SANITY N14 250ML,2,36.99
DULCOLAX 20DR,4,15.88
"DULCOLAX 7,5MG/ML SL GTS 30ML",3,24.41
DUOFLAM INJ.1 AMP.,2,17.48
DUOMO 2MG 30CP,1,26.83
DUOMO 4MG 30CP,1,36.55
DUPHALAC XP 200ML,1,49.66
DURATESTON 250MG 1X1ML *,18,43.83
"DUTAM 0,5/0,4MG C/30 COMP",2,94.6
EBASTEL 10MG 10CP,1,63.54
EBASTEL XP 60ML,1,43.26
ECASIL-81 30CP,1,13.29
ECASIL-81 90CP,2,30.21
ECOFILM SOL OFT 5ML,2,17.25
EFFACLAR GEL CONCENTRADO 150G,3,55.23
EFFACLAR GEL CONCENTRADO 150G+GEL50G,1,54.11
EFFACLAR GEL CONCENTRADO 300G,1,75.95
EFFACLAR GEL CONCENTRADO REFIL 240G,1,56.92
EFFACLAR GEL LIMP AT REFIL 240G,1,59.0
EFFACLAR GEL LIMP.ALTA TOLERâNCIA 300,2,75.95
EFFACLAR REEQUIL.ESPUMA CR LIMPEZA 10,1,56.37
EFFACLAR SAB.ALTA TOLERANCIA 70G,1,47.81
EFFACLAR SAB.CONCENTRADO 70G,1,47.81
ELASTICO FINO TODAS CORES 1 UN/PCT,20,2.0
ELIXIR DE INHAME GOULART 250ML,3,19.02
ELIXIR PAREGORICO 30ML CATARINENSE,3,13.16
ELSEVE LEAVE-IN CICATRI RENOV 100ML,2,21.01
ELSEVE LEAVE-IN CICATRI RENOV 50ML,1,15.4
ELSEVE OLEO 100ML EXTRAORDINARIO MIST,3,30.0
ELSEVE SERUM LISO DOS SONHOS 100ML,1,26.0
ELSEVE SERUM GLYCOLIC GLOSS 100ML,3,22.0
EMAMA 400MG 30CP,1,46.0
EMPROL XR 25MG C/30 COMP,3,26.69
EMPROL XR 50MG C/30 COMP,1,42.11
EMSEXPECTOR XPE 120ML EMS,10,17.9
EMULSAO SCOTT 200ML,1,21.51
EMULSAO SCOTT LARANJA 200ML,1,24.34
ENERG.MONSTER ENERGY,1,10.49
ENGOV 12CP,2,16.54
ENGOV AFTER CITRUS 250ML,1,6.97
ENGOV AFTER TANGERINA 250ML,1,7.92
ENGOV EV 6CP,20,9.45
ENSURE 400G BANANA,1,87.78
ENSURE 400G BAUNILHA,1,87.78
ENSURE 400G CHOCOLATE,1,75.15
ENSURE 400G MORANGO,1,78.86
ENSURE 850G CHOCOLATE,1,142.87
ENTEROGERMINA 2BCFU 5ML SUSP BT5,3,30.07
ENTEROGERMINA 50ML 10FRASCOS,6,36.45
ENTEROGERMINA C/20FRASCOS DE 5ML,1,66.71
ENTEROGERMINA PLUS 25ML 5FRASCOS,4,43.39
ENTEROGERMINA PLUS 5ML C/10 FRASCOS,2,57.64
ENTRESTO 49MG/51MG C/60 COMP,1,318.68
ENTRESTO 50MG - 24/26MG C/28COMP,1,148.7
ENXAGUAT.BUCAL COLGATE ORTHOGARD 250M,2,29.07
ENXAGUAT.BUCAL COLGATE TOTAL 250ML AN,3,12.97
ENXAGUAT.BUCAL COLGATE TOTAL 500ML AN,3,10.0
ENXAGUAT.BUCAL COLGATE TOTAL 500ML CL,1,15.54
ENXAGUAT.BUCAL ORAL B 100% MENTA 500M,1,18.74
ENXAGUAT.BUCAL ORAL B COMPL.L500P300,3,17.72
ENXAGUAT.BUCAL ORAL B COMPL.L500P300,4,16.7
ENXAGUAT.BUCAL SUPER 12H 250ML FINI B,9,5.99
ENXAGUAT.BUCAL SUPER 12H 250ML FINI D,12,5.99
ENXAGUAT.BUCAL SUPER 12H 250ML FINI M,9,30.2
ENXAGUAT.BUCAL SUPER 12H 250ML MELANC,12,5.99
ENXAGUAT.BUCAL SUPER 12H 500ML FRUT T,6,12.25
ENXAGUAT.BUCAL SUPER 12H 500ML FRUT V,5,12.25
ENXAGUAT.BUCAL SUPER 12H 500ML MELAO,4,12.25
EPAREMA 12X10ML TRADICIONAL,4,46.9
EPAREMA LQ 200ML,1,44.41
EPIDRAT CALM B5 BG 50ML,1,68.78
EPIDRAT CORPO INTENSIVO CR 500G,1,64.29
EPIDRAT CORPO INTENSIVO 200ML,1,59.49
EPIDUO 1+25MG GEL 30G,1,101.65
EPISOL COLOR FPS70 TOM 1 EXTRA CLARO,1,48.9
EPISOL COLOR FPS70 TOM 2 CLARO,4,57.05
EPISOL COLOR PO FPS50 CLARA 10G,1,117.14
EPISOL FPS30 INTENSE 200ML,4,60.96
EPISOL FPS45 HOMEM 60G,3,49.48
EPISOL GOLD FPS30 GOLD 200ml,2,60.59
EPISOL INF FPS60 100ML,4,92.08
EPISOL INTE HYDRA FPS50 SPRAY 200ML,1,100.67
EPISOL SEC OC FPS60 60G,2,51.21
EPISOL SEC OC FPS60 MEDIO,2,51.21
EPISOL SEC OC FPS99 60G,2,66.92
EPISOL SECACQUA FPS60 40ML,1,66.61
EPISOL SMART COLOR FPS50 40ML,3,75.69
EPITEGEL GEL OFT 10G,2,34.57
EPITHELIZE 50MG GEL OFTAL 10G,1,31.22
EPOCLER ABACAXI 12X10ML,6,36.14
EPOCLER ABACAXI 6X10ML,6,18.13
EPOCLER C/ 30 COMP,5,12.21
ERYFOTONA AK-NMSC FPS99 50ML,1,130.63
ESALERG XP 60ML,1,40.38
ESC 10MG 30CP*,2,67.53
ESC 10MG 60CP*,1,70.13
ESC 20MG 30CP*,1,139.73
ESC 20MG GTS 15ML*,1,53.86
ESC ODT 10MG 30CP EUROFARMA,1,81.05
ESC ODT 15MG 30CP*,1,120.1
ESC ODT 5MG 30CP EUROFARMA,1,48.99
ESC.DE CABELO CONDOR GOTA FROZEN,4,21.98
ESC.DENTAL BITUFO INT.CILINDRICA 2MM,3,15.31
"ESC.DENTAL BITUFO INTERTUFO CÔN.3A6,2",2,15.89
ESC.DENTAL CLEAN B ADULTO MD P/VIAGEM,12,1.99
ESC.DENTAL CLEAN B MC INFANTIL DINOSS,12,1.79
ESC.DENTAL COLGATE CLASSIC CLEAN L3P2,76,8.31
ESC.DENTAL COLGATE CLASSIC MACIA/SUAV,30,3.58
ESC.DENTAL COLGATE SLIM SOFT BLACK MC,3,13.96
ESC.DENTAL COLGATE TANDY 5+ 2UN,8,7.89
ESC.DENTAL COLGATE WHITENING LV2 PG1,7,12.9
ESC.DENTAL COLGATE ZIGZAG CHARCOA C 2,7,7.44
ESC.DENTAL HILLO VIAGEM 1UN,72,5.49
ESC.DENTAL INFANTIL CLEAN B 1UN,22,1.4
ESC.DENTAL KESS 1990 INTERDENTAL 4 RE,8,8.69
ESC.DENTAL MAM BRUSH (40422) ROSA 2UN,1,43.24
ESC.DENTAL MAM LEARN (50521) AZUL 2UN,1,43.24
ESC.DENTAL ORAL B 123 LIMP/BRI MD 1UN,6,4.48
ESC.DENTAL ORAL B 123 LIMP/BRI MD LV3,10,8.3
ESC.DENTAL ORAL B IND.PLUS COLOR 35 4,3,20.57
ESC.DENTAL ORAL B IND.PLUS LV2PG1 30,3,13.1
ESC.DENTAL ORAL B IND.PLUS LV2PG1 35,12,13.58
ESC.DENTAL ORAL B IND.PLUS LV2PG1 40,2,13.1
ESC.DENTAL ORAL B INFANTIL MICKEY 1UN,2,6.41
ESC.DENTAL ORAL B MAN 5 ACOES/CARVAO,2,20.01
ESC.DENTAL REACH ULTRACLEAN LONGA MC,2,6.26
ESCABIN PRO 4% EMUL CAP 100ML,1,33.82
ESCOVA ALMOFADADA OVAL 100 MODELO,9,12.65
ESCOVA ALMOFADADA RAQUETE 101 MODELO,3,11.28
ESCOVA CAB.DARMA FLEX OVAL PRETA,1,6.76
ESCOVA CABELO MARCO BONI 7960 FINA AC,1,23.4
ESCOVA DARMA 338 FLEX OVAL PINK,1,6.76
ESCOVA DARMA 340 FLEX OVAL ROXA,1,8.25
ESCOVA DARMA DARMA CACHOS PRETA,1,12.79
ESCOVA DARMA DARMA CACHOS ROSA,3,12.79
ESCOVA ESCOBEL 1933 PROF 33MM,1,32.82
ESCOVA ESCOBEL 2380 THERAPY MURIEL,2,25.76
ESCOVA ESCOBEL 73 ESSENCIAL SORTIDOS,1,4.68
ESCOVA MAM MASSAGING BRUSH AZUL,2,22.6
ESCOVA MAM MASSAGING BRUSH ROSA,1,22.6
ESCOVA MARIANA 040 MODELO,13,3.34
ESCOVA OVAL FLEX MODELLO,3,7.31
ESCOVA PATA 079 MODELLO,9,1.0
ESCOVA POLVO 761 MODELO,1,7.02
ESCOVA QUADRADA FLEX MODELO,3,7.55
ESCOVA RAQUETE VAZADA MODELO,1,12.99
ESCOVINHA PARA CILIOS E SOBRANCELHAS,1,5.25
ESF.LABOTRAT 240G MAOS/PES 2EM1,1,9.69
ESF.LABOTRAT FACIAL 80ML ENZIMATICO,2,11.14
ESF.LABOTRAT R&C.150G DIA A DIA CEREJ,2,12.57
ESF.LABOTRAT R&C.150G DIA A DIA HIBIS,3,12.57
ESF.LABOTRAT R&C.150G DIA A DIA MARAC,4,12.57
ESF.LABOTRAT R&C.150G DIA A DIA MORAN,2,12.57
ESF.LABOTRAT R&C.150G DIA A DIA PESSE,2,12.57
ESF.LABOTRAT R&C.150G DIA A DIA PISTA,2,12.57
ESF.LABOTRAT R&C.150G DIA A DIA PITAY,2,12.57
ESF.LABOTRAT R&C.300G DIA A DIA CEREJ,1,14.79
ESF.LABOTRAT R&C.300G DIA A DIA MARAC,1,14.79
ESF.LABOTRAT R&C.300G DIA A DIA MORAN,1,14.79
ESF.LABOTRAT R&C.300G DIA A DIA PISTA,2,14.79
ESFOLIANTE CORPORAL 280G KIWI+CHA VER,2,7.95
ESFOLIANTE CORPORAL 280G MARACUJA+CAM,3,7.95
ESFOLIANTE CORPORAL 280G MORANGO+COLA,2,7.95
ESFOLIANTE CORPORAL 280G PINA COL+PAN,1,7.95
ESFOLIANTE CORPORAL UVA BEAUTYLOO 240,2,7.95
ESFOLIANTE ENZIMATICO FACIAL 70G SALL,3,56.09
ESFOLIANTE KIWI/CHA VERDE LOVELY 200G,3,9.99
ESFOLIANTE MAR/CAMOM LOVELY 200G,2,9.99
ESFOLIANTE MORANGO/COLAGENO LOVELY 20,1,9.99
ESFOLIANTE PIT/ROSA MOSQUETA LOVELY 2,3,9.99
ESIO 40MG 28CP,1,163.05
ESKIBON KIBON MINI 15UN,7,12.98
ESM.COLORAMA NU NUDE 4.0 8ML,5,4.68
ESM.COLORAMA BARBIE 8ML BARBIE BOSS,7,4.18
ESM.COLORAMA BARBIE 8ML CHIC BARBIE,4,4.18
ESM.COLORAMA BARBIE 8ML GIRL,3,4.18
ESM.COLORAMA BARBIE 8ML PODEROSA,4,4.18
ESM.COLORAMA BASE DESAMARELADOR 8ML,3,5.04
ESM.COLORAMA CINTILANTE ALGODAO DOCE,7,3.25
ESM.COLORAMA CREMOSO AMARELO RADIANTE,11,5.22
ESM.COLORAMA CREMOSO BAH GURIA 8ML,5,3.49
ESM.COLORAMA CREMOSO BATIDA DE COCO 8,31,4.21
ESM.COLORAMA CREMOSO BLACK 8ML,1,4.21
ESM.COLORAMA CREMOSO CAFE 8ML,5,3.88
ESM.COLORAMA CREMOSO CHIC PELE 8ML,25,4.41
ESM.COLORAMA CREMOSO INCOLOR 8ML,34,4.27
ESM.COLORAMA CREMOSO JABUTICABA 8ML,1,4.23
ESM.COLORAMA CREMOSO LARANJA DE NERVO,12,5.52
ESM.COLORAMA CREMOSO LEITE DE COCO 8M,5,4.21
ESM.COLORAMA CREMOSO MELANCIA 8ML,6,3.89
ESM.COLORAMA CREMOSO NOITE QUENTE 8ML,5,3.64
ESM.COLORAMA CREMOSO NUDE 8ML,1,3.35
ESM.COLORAMA CREMOSO PETALA BRANCA 8M,29,3.78
ESM.COLORAMA CREMOSO QUINTA AVENIDA 8,2,3.2
ESM.COLORAMA CREMOSO ROSA FLORAL 8ML,4,3.65
ESM.COLORAMA CREMOSO ROXO TEDIO 8ML,10,5.22
ESM.COLORAMA CREMOSO SOLTE S.CORES 8M,1,3.2
ESM.COLORAMA CREMOSO TAPETE VERMELHO,1,3.77
ESM.COLORAMA CREMOSO VERDE INVEJA 8ML,12,5.22
ESM.COLORAMA CREMOSO VERDINHO ENJOAD,12,5.22
ESM.COLORAMA CUIDADO BASE SETIM 8ML,9,4.21
ESM.COLORAMA CUIDADO EXTRA BRILHO 8ML,11,4.23
ESM.COLORAMA CUIDADO FORTALECEDOR 8ML,40,4.23
ESM.COLORAMA CUIDADO OLEO SECANTE 8ML,40,4.23
ESM.COLORAMA DIABO VST PRADA 8ML DOCE,2,4.51
ESM.COLORAMA NATURAL PETALA 8ML,5,3.77
ESM.COLORAMA NATURAL PRENDA NATURAL 8,29,4.21
ESM.COLORAMA NATURAL SAMBA JULIANA 8M,26,4.21
ESM.COLORAMA NATURAL VEU 8ML,27,4.23
ESM.COLORAMA NATURAL VIA LACTEA 8ML,81,4.21
ESM.COLORAMA NUTRIBASE PRO/FORTAL. 8M,28,5.65
ESM.COLORAMA VERNIZ&COR 40GRAUS 8ML,21,3.23
ESM.IMPALA A COR DA MODA Descomplicad,2,2.99
ESM.IMPALA BAILAR CREM NA PONTA DO PE,1,2.25
"ESM.IMPALA BASE INCOLOR 7,5ML",12,2.99
ESM.IMPALA BASE OLEO SECANTE 8ML,9,2.99
ESM.IMPALA BASE SUPER BRILHO 8ML,5,2.99
"ESM.IMPALA CARE EXTRA BRILHO 7,5ML",1,4.88
ESM.IMPALA Cor da Sua Moda Cremoso Co,2,2.99
ESM.IMPALA CREMOSO ABRIGO,9,3.16
"ESM.IMPALA CREMOSO BALLET CLASSICO 7,",3,2.9
"ESM.IMPALA CREMOSO BRANCO 7,5ML",3,2.99
"ESM.IMPALA CREMOSO DONATA 7,5ML",4,2.89
"ESM.IMPALA CREMOSO GATINHA 7,5ML",3,2.65
"ESM.IMPALA CREMOSO LOLITA 7,5ML",6,2.99
"ESM.IMPALA CREMOSO MADONNA 7,5ML",3,2.99
"ESM.IMPALA CREMOSO MARILYN 7,5ML",6,2.99
"ESM.IMPALA CREMOSO PRETO 7,5ML",10,2.99
ESM.IMPALA CREMOSO QUERER,5,2.99
ESM.IMPALA CREMOSO SOSSEGO,6,2.99
ESM.IMPALA GLITER 3D DISCO BALL,4,5.74
"ESM.IMPALA GLITER SUBLIME 7,5ML",6,3.9
"ESM.IMPALA PEROLADO AMOR 7,5ML",12,2.99
"ESM.IMPALA PEROLADO AMORE 7,5ML",9,3.1
"ESM.IMPALA PEROLADO CARICIA 7,5ML",5,2.99
"ESM.IMPALA PEROLADO DENGO 7,5ML",2,2.99
"ESM.IMPALA PEROLADO LUA 7,5ML",3,2.99
"ESM.IMPALA PEROLADO NENEM 7,5ML",6,2.99
"ESM.IMPALA PEROLADO PARIS 7,5ML",9,2.89
"ESM.IMPALA PEROLADO POLAR 7,5ML",7,2.89
"ESM.IMPALA VERNIZ 7,5ML Ponto de Luz",3,4.53
ESM.RISQUE BASE FORTALECEDORA,4,4.5
ESM.RISQUE CINTILANTE CRISTAL 8ML,6,4.23
ESM.RISQUE CREMOSO ASTRAL 8ML,2,3.56
ESM.RISQUE CREMOSO BALI 8ML,7,3.58
ESM.RISQUE CREMOSO BEIJO 8ML,6,3.57
ESM.RISQUE CREMOSO BIANCO PURISSIMO 8,4,3.54
ESM.RISQUE CREMOSO LAGRIMAS VENUS 8ML,3,3.57
ESM.RISQUE CREMOSO LEO MANDOU FLORES,9,3.56
ESM.RISQUE CREMOSO MALICIA 8ML,5,3.26
ESM.RISQUE CREMOSO NUDE 8ML,6,3.54
ESM.RISQUE CREMOSO PARIS 8ML,6,3.54
ESM.RISQUE GLITER MIL PURPURINA 8ML,5,3.57
ESM.RISQUE NATURAL INCOLOR 8ML,12,3.56
ESM.RISQUE NATURAL RENDA 8ML,15,3.58
ESOMEPRAZOL MAGNESICO 20MG 28CP RANBA,11,33.32
ESOMEPRAZOL MAGNESICO 40MG 28CP NEO Q,2,44.89
ESP.BARBEAR BOZZANO PROTEC.190G HIDRA,1,15.26
ESP.BARBEAR BOZZANO PROTEC.190G REFRE,1,15.25
ESP.BARBEAR BOZZANO PROTEC.190G SENSI,1,15.2
ESP.BARBEAR NIVEA 193G DEEP BLACK,4,25.5
ESP.BARBEAR NIVEA 200ML ORIGINALS HID,2,25.11
ESP.BARBEAR NIVEA 200ML SENSITIVE,1,26.48
ESPACADOR P/MEDIC.EM AEROSSOL G-TECH,3,29.95
"ESPAR.CREMER 1,2CM X 4,5M",16,5.45
"ESPAR.CREMER 10CM X 4,5M",2,23.49
"ESPAR.CREMER 2,5CM X 4,5M",13,8.99
"ESPAR.CREMER 5CM X 4,5M",1,15.37
"ESPAR.CREMER MICROPOROSO 5X4,5CM",5,16.75
"ESPAR.MISSNER IMPERMEAVEL 10X4,5MT",4,12.93
"ESPAR.MISSNER IMPERMEAVEL 2,5X4,5MT B",9,3.42
ESPAR.MISSNER IMPERMEAVEL 5CMX4MT,9,6.56
"ESPAR.MISSNER MICROPOROSO 2,5CMX4,5MT",9,3.37
"ESPARADRAPO SALVELOX 1,2CMX4,5M SALVE",10,3.07
ESPARADRAPO SALVELOX 10CMX3M,3,11.8
"ESPARADRAPO SALVELOX 2,5CM X 90CM SAL",8,1.93
"ESPARADRAPO SALVELOX 5CMX4,5M SALVELO",12,7.26
ESPATULA MEHERJE 1UN LILAS,1,17.49
ESPATULA MERHEJE PROF.LILAS,1,2.68
ESPATULA MERHEJE PROF.ROSA,3,2.68
ESPINAZE GEL 5% 20 G BENZOILA,2,5.22
ESPIRONOLACTONA 100MG 30CP EMS,1,39.42
ESPIRONOLACTONA 25MG 30CP EUROFARMA,4,16.95
ESPIRONOLACTONA 25MG 30CP GEOLAB,1,11.02
ESPIRONOLACTONA 50MG 30CP GEOLAB,3,19.19
ESPONJA DE BANHO 132 MODELO,1,4.23
ESPONJA MAQUIAGEM GOTA MODELO,7,2.15
ESTOMADEZ ABACAXI 1 SACHE AIRELA,63,0.6
ESTOMAZIL EV 1X5G ABACAXI,36,2.04
ESTREVA GEL 50G,2,75.94
ETIRA 500MG C/30 COMP*,2,58.94
ETNA 20CAPS,1,50.74
ETNA 50CAPS,1,92.09
ETORICOXIBE 90MG C/14CP EMS,1,36.08
ETORICOXIBE 90MG C/7 CP BIOSINTETICA,2,21.59
ETORICOXIBE 90MG C/7 CP NEO QUIMICA,1,22.94
EUCERIN DERMO PURE 400G PELE MISTA,2,60.0
EUCERIN DERMO PURE 400G PELES OLEOSAS,1,61.59
EUCERIN SUN HYDROFLUID FPS60 50ML,1,74.73
EUTHYROX 112MG 50CP,2,42.33
EUTHYROX 125MG 50CP,1,31.2
EUTHYROX 137MG 50CP,2,33.19
EUTHYROX 150MG 50CP,1,33.48
EUTHYROX 175MG 50CP,1,37.64
EUTHYROX 25MG 50CP,1,21.34
EUTHYROX 50MG 50CP,1,34.28
EUTHYROX 75MG 50CP,2,35.95
EUTHYROX 88MG 50CP,2,24.69
EVRA 3 ADESIVOS,1,115.07
